question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-MATH-REQ022-REASS-016","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","case_study","4","4","FRESH_REASSESSMENT","","A warehouse at W(0, 0) supplies two stores on a delivery grid where one unit is one kilometre. Store P is at (9, 12) and store Q is at (-8, 6). A van visits P first, returns to the warehouse, and then goes to Q.  Find the total distance travelled by the van.","","40 km","W to P and back is 2 x 15 = 30 km, and W to Q is root(64 + 36) = 10 km, giving 40 km in all.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ022-REASS-017","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","true_false","2","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: The points (1, 2), (3, 6) and (5, 10) lie on a single straight line.","True | False","True","AB = root 20, BC = root 20 and AC = root 80 = 2 root 20, so AB + BC = AC and the points are collinear.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-REASS-018","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","2","2","FRESH_REASSESSMENT","","Find the perimeter of the triangle whose vertices are (0, 0), (6, 0) and (0, 8).","","24 units","The legs are 6 and 8 and the hypotenuse is root(36 + 64) = 10, so the perimeter is 24 units.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-019","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","2","1","FRESH_REASSESSMENT","","Which of the following points is equidistant from (0, 0) and (6, 0)?","(6, 5) | (0, 5) | (3, 5) | (2, 5)","(3, 5)","A point equidistant from the two ends lies on the perpendicular bisector x = 3, and only (3, 5) satisfies this.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-020","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","2","FRESH_REASSESSMENT","","The distance between (k, 3) and (2, 3) is 5 units. Find the values of k.","","k = 7 or k = -3","Since the y-coordinates match, |k - 2| = 5, so k = 7 or k = -3.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-DIAG-001","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","3","DIAGNOSTIC","","In triangle ABC, D lies on AB and E lies on AC with DE parallel to BC. If AD = 3 cm, DB = 5 cm and AE = 4 cm, find EC.","","20/3 cm","By the Basic Proportionality Theorem AD/DB = AE/EC, so 3/5 = 4/EC and EC = 20/3 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-DIAG-002","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","mcq","2","1","DIAGNOSTIC","","Two triangles are similar and their corresponding sides are in the ratio 3 : 5. The ratio of their areas is","27 : 125 | 9 : 25 | 3 : 5 | 5 : 3","9 : 25","The areas of similar triangles are in the ratio of the squares of corresponding sides, that is 3^2 : 5^2 = 9 : 25.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-DIAG-003","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","2","2","DIAGNOSTIC","","In one triangle two angles measure 50 degrees and 60 degrees. In another triangle two angles measure 60 degrees and 70 degrees. Are the triangles similar? Justify.","","Yes, by the AA criterion.","The third angles are 70 degrees and 50 degrees respectively, so both triangles have angles 50, 60 and 70 degrees and two pairs of equal angles suffice.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ024-DIAG-004","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","case_study","3","4","DIAGNOSTIC","","At the same moment on a sunny morning, a vertical pole 6 m tall casts a shadow 4 m long on level ground, and a nearby communication tower casts a shadow 28 m long.  Find the height of the tower, stating the similarity criterion used.","","42 m, by AA similarity","The sun's rays make equal angles, so the two right triangles are similar by AA. Then h/28 = 6/4, giving h = 42 m.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ024-DIAG-005","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","assertion_reason","3","1","DIAGNOSTIC","","Assertion (A): In triangle PQR, if a line cuts PQ and PR in the same ratio then it is parallel to QR. Reason (R): The converse of the Basic Proportionality Theorem holds for any triangle. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","The statement in A is precisely the converse named in R, which is a proved theorem for all triangles.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ024-DIAG-006","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","2","DIAGNOSTIC","","Triangle ABC is similar to triangle PQR with AB = 6 cm and PQ = 9 cm. If the perimeter of triangle ABC is 24 cm, find the perimeter of triangle PQR.","","36 cm","Perimeters of similar triangles are in the ratio of corresponding sides, 6 : 9 = 2 : 3, so the perimeter is 24 x 3/2 = 36 cm.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-DIAG-007","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","true_false","1","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: All squares are similar to one another.","True | False","True","Every square has four right angles and all its sides equal, so corresponding angles are equal and corresponding sides are proportional.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ024-REASS-001","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","3","FRESH_REASSESSMENT","","In triangle ABC, DE is parallel to BC with D on AB and E on AC. If AD : DB = 2 : 3 and AE = 6 cm, find EC.","","9 cm","By the Basic Proportionality Theorem AE/EC = AD/DB = 2/3, so EC = 6 x 3/2 = 9 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-REASS-002","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","mcq","3","1","FRESH_REASSESSMENT","","The areas of two similar triangles are in the ratio 16 : 81. The ratio of their corresponding sides is","8 : 27 | 2 : 3 | 4 : 9 | 16 : 81","4 : 9","Side ratio is the square root of the area ratio, so it is root 16 : root 81 = 4 : 9.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-REASS-003","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","3","FRESH_REASSESSMENT","","In triangle ABC, D is on AB with AD = 4 cm and DB = 6 cm, and E is on AC with AE = 6 cm and EC = 9 cm. Is DE parallel to BC? Justify.","","Yes, because AD/DB = AE/EC = 2/3.","Both ratios equal 2/3, so by the converse of the Basic Proportionality Theorem DE is parallel to BC.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-REASS-004","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","case_study","4","4","FRESH_REASSESSMENT","","A surveyor places a small mirror flat on level ground 2 m from her feet and steps back until she sees the top of a water tower in the mirror. Her eyes are 1.6 m above the ground and the mirror is 10 m from the base of the tower. Light reflects so that the two right triangles formed are similar.  Find the height of the water tower.","","8 m","The triangles are similar, so h/10 = 1.6/2, giving h = 8 m.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ024-REASS-005","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","assertion_reason","2","1","FRESH_REASSESSMENT","","Assertion (A): Any two isosceles triangles are similar. Reason (R): Similar figures must have all pairs of corresponding angles equal. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","A is false but R is true.","One isosceles triangle may have apex angle 40 degrees and another 100 degrees, so A is false, while R states the correct definition.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ024-REASS-006","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","3","3","FRESH_REASSESSMENT","","Triangle ABC is similar to triangle DEF and the ratio of their areas is 25 : 49. If BC = 10 cm, find EF.","","14 cm","The side ratio is root 25 : root 49 = 5 : 7, so EF = 10 x 7/5 = 14 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ024-REASS-007","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","true_false","2","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: Two triangles with equal areas are always congruent.","True | False","False","A triangle with base 4 and height 6 and another with base 12 and height 2 both have area 12 but are not congruent.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ024-REASS-008","Mathematics","Geometry","Triangles","Similarity of Triangles and Basic Proportionality Theorem","LO_M6.1.1","State and apply Basic Proportionality Theorem (Thales Theorem) and criteria for similarity (AAA, SAS, SSS).","REQ_MATH_2026_024 | REQ_MATH_2026_025 | REQ_MATH_2026_026","Maths_SecP1X_2026-27.pdf Page 4","short_answer","4","3","FRESH_REASSESSMENT","","In a right triangle the legs measure 6 cm and 8 cm. Using similarity of the triangles formed by the altitude to the hypotenuse, find the length of that altitude.","","4.8 cm","The hypotenuse is 10 cm. Comparing areas, (1/2) x 6 x 8 = (1/2) x 10 x h, so h = 48/10 = 4.8 cm, and the similar sub-triangles justify the relation.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
